QC_MODE,SUHII_FB_C,SUHI_EXPORT_SCOPE,SUHI_RASTER_MODE,background_definition,background_mean_LST_C,background_valid_pixel_count,city,exclude_large_water_bodies,exclude_other_ucdb_centres,fb_background_area_km2,fixed_buffer_m,large_water_min_area_km2,lulc_reference_year,method,min_background_valid_pixels,min_urban_valid_pixels,min_valid_months,min_valid_obs,months,output_valid_mask_area_km2,period_id,period_name,quality_flag,sensor,time_of_day,urban_area_km2,urban_extent_source,urban_mean_LST_C,urban_pixel_source,urban_valid_pixel_count,year
moderate,5.200866054905301,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,27.730063006672534,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,3,6,"6,7,8,9",3364.854402065195,jun_sep,June_to_September,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,32.930929061577835,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,6.2523541237414335,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,28.404780004108147,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,7,3364.854402065195,july,July,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,34.65713412784958,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,6.175669623305282,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,27.770704811874786,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,8,3364.854402065195,august,August,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,33.94637443518007,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,3.3924526735589176,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,24.826408920730426,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,9,3364.854402065195,september,September,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,28.218861594289343,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,2.087193371689523,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,7.654089185280178,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,8,20,"1,2,3,4,5,6,7,8,9,10,11,12",3364.854402065195,annual,Annual,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,9.7412825569697,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,2.744397267597863,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,6.4921664916089625,3767,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"3,4,5",3364.854402065195,spring,Spring_MAM,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,9.236563759206826,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,2.7158783214563194,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,17.264507889794864,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"6,7,8",3364.854402065195,summer,Summer_JJA,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,19.980386211251183,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,1.4775435898228508,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,8.142188315404022,3854,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"9,10,11",3364.854402065195,autumn,Autumn_SON,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,9.619731905226873,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,1.5548025614129493,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,-1.4214263695911635,3828,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"12,1,2",3364.854402065195,winter,Winter_DJF,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,0.13337619182178564,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,2.3842260264124278,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,16.427953601857148,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,3,6,"6,7,8,9",3364.854402065195,jun_sep,June_to_September,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,18.812179628269575,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,3.590028138663051,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,17.606818069690622,3842,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,7,3364.854402065195,july,July,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,21.196846208353673,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,3.3133626924422686,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,17.664315350106587,3811,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,8,3364.854402065195,august,August,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,20.977678042548856,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,1.392160904616011,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,13.92191111054026,3853,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,9,3364.854402065195,september,September,valid,Terra,Night,714.3325361227947,GHS-UCDB R2024A,15.31407201515627,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,3.357366696707274,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,20.21349825593586,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,8,20,"1,2,3,4,5,6,7,8,9,10,11,12",3364.854402065195,annual,Annual,valid,Aqua,Day,714.3325361227947,GHS-UCDB R2024A,23.570864952643134,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,3.0440532900968655,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,22.629878409012964,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"3,4,5",3364.854402065195,spring,Spring_MAM,valid,Aqua,Day,714.3325361227947,GHS-UCDB R2024A,25.67393169910983,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,6.586265258763561,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,30.528751132324928,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"6,7,8",3364.854402065195,summer,Summer_JJA,valid,Aqua,Day,714.3325361227947,GHS-UCDB R2024A,37.11501639108849,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,2.4516898281489077,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,18.950764584869738,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"9,10,11",3364.854402065195,autumn,Autumn_SON,valid,Aqua,Day,714.3325361227947,GHS-UCDB R2024A,21.402454413018646,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
